Loading projection matrices.
Loading images.
Loading silhouettes.
Creating camera objects.
Creating voxel grid.
Processing voxels.
Creating PLY file.
Determining point colors.
Done.
         10027682 function calls (10003032 primitive calls) in 11.618 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 values.py:1102(Block)
        1    0.000    0.000    0.000    0.000 instructions.py:64(CallInstr)
       15    0.000    0.000    0.000    0.000 abstract.py:468(key)
        1    0.000    0.000    0.000    0.000 containers.py:885(StructRef)
        1    0.000    0.000    0.000    0.000 castgraph.py:76(__init__)
        1    0.000    0.000    0.000    0.000 cpu_options.py:126(InlineOptions)
        1    0.000    0.000    0.000    0.000 event.py:72(Event)
        1    0.000    0.000    0.000    0.000 event.py:204(Listener)
        1    0.000    0.000    0.000    0.000 builtins.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:398(<listcomp>)
        1    0.000    0.000    0.000    0.000 parfor.py:2801(ParforPass)
        1    0.000    0.000    0.000    0.000 codegen.py:1120(Codegen)
        1    0.000    0.000    0.000    0.000 randomdecl.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:145(Random_seed)
        1    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 extrapolation.py:266(levin_class)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:145(__nonzero__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:292(ivmpf_constant)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 kind.py:97(__new__)
        1    0.000    0.000    0.000    0.000 boolalg.py:572(And)
        1    0.000    0.000    0.000    0.000 boolalg.py:1348(ITE)
        1    0.000    0.000    0.000    0.000 mod.py:10(Mod)
        1    0.000    0.000    0.000    0.000 exprtools.py:815(Term)
        1    0.000    0.000    0.000    0.000 polyoptions.py:270(Gens)
        1    0.000    0.000    0.000    0.000 fancysets.py:20(Rationals)
        1    0.000    0.000    0.000    0.000 fancysets.py:1097(ComplexRegion)
        1    0.000    0.000    0.000    0.000 hyper.py:863(HyperRep_power2)
        1    0.000    0.000    0.000    0.000 hyper.py:891(HyperRep_log1)
        1    0.000    0.000    0.000    0.000 hyper.py:932(HyperRep_asin1)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:888(MeijerFormula)
        1    0.000    0.000    0.000    0.000 cse_main.py:338(Unevaluated)
        1    0.000    0.000    0.000    0.000 indexed.py:584(Idx)
        1    0.000    0.000    0.000    0.000 matexpr.py:646(MatrixSymbol)
        1    0.000    0.000    0.000    0.000 transpose.py:7(Transpose)
        1    0.000    0.000    0.000    0.000 line.py:1555(Segment)
        1    0.000    0.000    0.000    0.000 ellipse.py:1491(Circle)
        1    0.000    0.000    0.000    0.000 pkgutil.py:269(ImpLoader)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 types.py:454(__eq__)
        4    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
        1    0.000    0.000    0.000    0.000 consts.py:9(ConstantInference)
       19    0.000    0.000    0.000    0.000 functions.py:696(key)
        1    0.000    0.000    0.000    0.000 npytypes.py:34(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 templates.py:512(_OverloadFunctionTemplate)
        1    0.000    0.000    0.000    0.000 core.py:190(Function)
        1    0.000    0.000    0.000    0.000 serialize.py:221(PickleCallableByPath)
        1    0.000    0.000    0.000    0.000 postproc.py:62(PostProcessor)
        1    0.000    0.000    0.000    0.000 descriptors.py:8(TargetDescriptor)
        1    0.000    0.000    0.000    0.000 builtins.py:230(<listcomp>)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:739(MixedContainerUnroller)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:55(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_BLAS)
        1    0.000    0.000    0.000    0.000 randomdecl.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:273(<listcomp>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:172(ChunkStream)
       13    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
        1    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        4    0.000    0.000    0.000    0.000 contextlib.py:446(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 threading.py:1191(daemon)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 core.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
        1    0.000    0.000    0.000    0.000 __init__.py:271(LogRecord)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        3    0.000    0.000    0.000    0.000 rszeta.py:54(__init__)
        1    0.000    0.000    0.000    0.000 runtests.py:1349(SymPyDocTests)
        6    0.000    0.000    0.000    0.000 conflict.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 operations.py:464(LatticeOp)
        1    0.000    0.000    0.000    0.000 function.py:885(UndefinedFunction)
        1    0.000    0.000    0.000    0.000 assume.py:359(UndefinedPredicate)
        1    0.000    0.000    0.000    0.000 polyclasses.py:10(GenericPoly)
        1    0.000    0.000    0.000    0.000 arrayobj.py:658(IntegerIndexer)
        1    0.000    0.000    0.000    0.000 monomials.py:398(MonomialOps)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3141(acsc)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1706(acsch)
        1    0.000    0.000    0.000    0.000 error_functions.py:2689(_eis)
        1    0.000    0.000    0.000    0.000 hyper.py:975(HyperRep_sqrts1)
        1    0.000    0.000    0.000    0.000 hyper.py:1082(HyperRep_sinasin)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:221(lowergamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:859(loggamma)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:212(polylog)
        1    0.000    0.000    0.000    0.000 util.py:5(assoc)
        1    0.000    0.000    0.000    0.000 dense_ndim_array.py:163(MutableDenseNDimArray)
        1    0.000    0.000    0.000    0.000 diophantine.py:1222(<setcomp>)
        1    0.000    0.000    0.000    0.000 ffi.py:40(_LLVMLock)
        1    0.000    0.000    0.000    0.000 zipfile.py:2218(FastLookup)
        1    0.000    0.000    0.000    0.000 targets.py:263(TargetMachine)
        4    0.000    0.000    0.000    0.000 types.py:228(_to_string)
        1    0.000    0.000    0.000    0.000 misc.py:214(Optional)
        1    0.000    0.000    0.000    0.000 npytypes.py:418(Array)
        1    0.000    0.000    0.000    0.000 scalars.py:216(IntEnumClass)
        1    0.000    0.000    0.000    0.000 templates.py:1021(AttributeTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:1045(_OverloadAttributeTemplate)
        3    0.000    0.000    0.000    0.000 models.py:34(__init__)
        1    0.000    0.000    0.000    0.000 models.py:224(PrimitiveModel)
        1    0.000    0.000    0.000    0.000 compiler.py:172(CompileResult)
        1    0.000    0.000    0.000    0.000 bytecode.py:301(FunctionIdentity)
        1    0.000    0.000    0.000    0.000 parfor.py:2289(ConvertLoopPass)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:394(PassRegistry)
        1    0.000    0.000    0.000    0.000 caching.py:200(_UserProvidedCacheLocator)
        1    0.000    0.000    0.000    0.000 retarget.py:72(BasicRetarget)
        1    0.000    0.000    0.000    0.000 decorators.py:11(_BaseVectorize)
        1    0.000    0.000    0.000    0.000 withcontexts.py:6(WithContext)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:130(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:141(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:256(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1778(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 ImageFile.py:342(Parser)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _exceptions.py:141(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 doctest.py:354(_OutputRedirectingPdb)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(SymPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 lambdify.py:1088(_EvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 numbers.py:3161(NegativeOne)
        1    0.000    0.000    0.000    0.000 numbers.py:4229(EulerGamma)
        1    0.000    0.000    0.000    0.000 boolalg.py:377(BooleanFalse)
        1    0.000    0.000    0.000    0.000 assume.py:81(AppliedPredicate)
        1    0.000    0.000    0.000    0.000 numbers.py:927(euler)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:688(Max)
        1    0.000    0.000    0.000    0.000 hyper.py:1060(HyperRep_cosasin)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1150(trigamma)
        1    0.000    0.000    0.000    0.000 bessel.py:1505(airyaiprime)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:188(elliptic_e)
        1    0.000    0.000    0.000    0.000 special.py:162(GenericIdentity)
        1    0.000    0.000    0.000    0.000 hadamard.py:40(HadamardProduct)
        1    0.000    0.000    0.000    0.000 hadamard.py:308(HadamardPower)
        1    0.000    0.000    0.000    0.000 fields.py:104(FracField)
        1    0.000    0.000    0.000    0.000 sequences.py:613(SeqFormula)
        1    0.000    0.000    0.000    0.000 solvers.py:23(RawMatrix)
        1    0.000    0.000    0.000    0.000 line.py:2578(Ray3D)
        1    0.000    0.000    0.000    0.000 __init__.py:254(VersionConflict)
        1    0.000    0.000    0.000    0.000 zipfile.py:2169(CompleteDirs)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 more.py:2734(seekable)
        1    0.000    0.000    0.000    0.000 more.py:2874(run_length)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        1    0.000    0.000    0.000    0.000 object_file.py:32(ObjectFileRef)
        1    0.000    0.000    0.000    0.000 context.py:12(ContextRef)
        2    0.000    0.000    0.000    0.000 values.py:858(add)
       13    0.000    0.000    0.000    0.000 values.py:1117(is_terminated)
        2    0.000    0.000    0.000    0.000 instructions.py:34(<listcomp>)
        9    0.000    0.000    0.000    0.000 instructions.py:206(return_value)
        2    0.000    0.000    0.000    0.000 abstract.py:191(validate_slice)
        1    0.000    0.000    0.000    0.000 errors.py:228(__enter__)
        1    0.000    0.000    0.000    0.000 models.py:1010(CharSeq)
        1    0.000    0.000    0.000    0.000 models.py:1277(DeferredStructModel)
        1    0.000    0.000    0.000    0.000 pythonapi.py:76(_ReflectContext)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:611(_empty_cell_value)
        2    0.000    0.000    0.000    0.000 registry.py:103(check)
        1    0.000    0.000    0.000    0.000 dispatcher.py:923(cb_compiler)
        1    0.000    0.000    0.000    0.000 parfor.py:1703(ConvertSetItemPass)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1759(TypeInferDebug)
        5    0.000    0.000    0.000    0.000 codegen.py:1083(is_symbol_defined)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssa.py:288(_FixSSAVars)
        2    0.000    0.000    0.000    0.000 caching.py:43(_cache_log)
        1    0.000    0.000    0.000    0.000 _util.py:410(MapWrapper)
        1    0.000    0.000    0.000    0.000 randomdecl.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:200(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:233(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:296(<listcomp>)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        1    0.000    0.000    0.000    0.000 {built-in method nt.close}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        2    0.000    0.000    0.000    0.000 __init__.py:1037(__setitem__)
        6    0.000    0.000    0.000    0.000 typing.py:1553(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:256(<dictcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:3(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 decorator.py:311(wrapper)
        4    0.000    0.000    0.000    0.000 timeutils.py:53(timethis)
        1    0.000    0.000    0.000    0.000 numbers.py:3816(NumberSymbol)
